자치구,동,법정동코드,단지기본일련번호,아파트,매물종별구분,매물종별구분명,면적일련번호,공급면적_㎡,전용면적_㎡,주택형,KB일반가_만원,시세기준월,세대수
서초구,서초동,1165010800,12830,신원아침도시,1,아파트,133073,103.22,83.02,C,145600.0,202607,40.0
서초구,서초동,1165010800,12830,신원아침도시,1,아파트,173254,103.28,83.1,E,145300.0,202607,40.0
서초구,서초동,1165010800,24738,애지앙,1,아파트,109735,102.33,84.8,,100400.0,202607,16.0
서초구,서초동,1165010800,22482,예림,1,아파트,188161,97.12,84.08,A,111200.0,202607,16.0
서초구,서초동,1165010800,22482,예림,1,아파트,196624,97.21,84.16,B,105800.0,202607,16.0
서초구,서초동,1165010800,22482,예림,1,아파트,202992,98.17,84.99,,107300.0,202607,16.0
서초구,서초동,1165010800,1673,우성(5차),1,아파트,128624,110.47,84.93,,257500.0,202607,408.0
서초구,서초동,1165010800,13173,우정에쉐르,1,아파트,224747,102.69,84.76,A,127500.0,202607,77.0
서초구,서초동,1165010800,13173,우정에쉐르,1,아파트,225338,102.78,84.84,B,127500.0,202607,77.0
서초구,서초동,1165010800,1672,아남,1,아파트,1283601,102.49,84.38,A,210000.0,202607,166.0
서초구,서초동,1165010800,1672,아남,1,아파트,50882,103.18,84.96,B,210000.0,202607,166.0
서초구,서초동,1165010800,12286,장미,1,아파트,173129,94.57,83.32,A,115900.0,202607,18.0
서초구,서초동,1165010800,12286,장미,1,아파트,132808,96.44,84.96,B,108500.0,202607,18.0
서초구,서초동,1165010800,1674,유원서초,1,아파트,1582,105.8,84.82,A,272500.0,202607,590.0
서초구,서초동,1165010800,1674,유원서초,1,아파트,171483,105.81,84.82,A1,272500.0,202607,590.0
서초구,서초동,1165010800,1674,유원서초,1,아파트,50884,105.8,84.82,B,272500.0,202607,590.0
서초구,서초동,1165010800,1674,유원서초,1,아파트,94566,105.8,84.82,C,272500.0,202607,590.0
서초구,서초동,1165010800,1674,유원서초,1,아파트,128625,105.86,84.87,D,272500.0,202607,590.0
서초구,서초동,1165010800,1674,유원서초,1,아파트,184457,105.86,84.87,D1,272500.0,202607,590.0
서초구,서초동,1165010800,1674,유원서초,1,아파트,153659,105.86,84.87,E,272500.0,202607,590.0
서초구,서초동,1165010800,12721,한승미메이드,1,아파트,133017,92.63,84.44,,,202607,
서초구,서초동,1165010800,1691,한신(플러스타운),1,아파트,1599,113.63,84.99,A,200000.0,202607,194.0
서초구,서초동,1165010800,1691,한신(플러스타운),1,아파트,50900,114.71,85.0,B,200000.0,202607,194.0
서초구,서초동,1165010800,1691,한신(플러스타운),1,아파트,94579,115.12,85.0,C,200000.0,202607,194.0
서초구,서초동,1165010800,1675,현대,1,아파트,171484,102.93,84.33,S,237000.0,202607,413.0
서초구,서초동,1165010800,1675,현대,1,아파트,94567,103.53,84.33,,237000.0,202607,413.0
서초구,서초동,1165010800,1675,현대,1,아파트,153660,103.46,84.8,L,237000.0,202607,413.0
서초구,서초동,1165010800,1675,현대,1,아파트,128626,103.45,84.79,R,237000.0,202607,413.0
서초구,서초동,1165010800,1675,현대,1,아파트,184458,109.44,84.34,,237000.0,202607,413.0
서초구,서초동,1165010800,20159,화원그랑빌,1,아파트,216633,113.56,84.88,C,127400.0,202607,37.0
서초구,서초동,1165010800,20159,화원그랑빌,1,아파트,196142,114.07,84.59,,129500.0,202607,37.0
서초구,신원동,1165011100,28959,서초포레스타3단지,1,아파트,112754,113.95,84.39,A1,177500.0,202607,482.0
서초구,신원동,1165011100,28959,서초포레스타3단지,1,아파트,141911,114.49,84.34,B,177500.0,202607,482.0
서초구,신원동,1165011100,28959,서초포레스타3단지,1,아파트,189728,115.38,84.61,G,177500.0,202607,482.0
서초구,신원동,1165011100,29664,서초포레스타6단지,1,아파트,163493,121.38,84.33,B1,190000.0,202607,585.0
서초구,신원동,1165011100,29664,서초포레스타6단지,1,아파트,189888,121.75,84.79,H,190000.0,202607,585.0
서초구,신원동,1165011100,28960,서초포레스타5단지,1,아파트,112755,111.67,84.39,A1,187500.0,202607,547.0
서초구,신원동,1165011100,28960,서초포레스타5단지,1,아파트,141912,112.52,84.41,B1,187500.0,202607,547.0
서초구,신원동,1165011100,28960,서초포레스타5단지,1,아파트,74389,112.56,84.4,B3,187500.0,202607,547.0
서초구,신원동,1165011100,28960,서초포레스타5단지,1,아파트,203945,112.23,84.81,C,187500.0,202607,547.0
서초구,신원동,1165011100,28960,서초포레스타5단지,1,아파트,208564,112.76,84.51,H,187500.0,202607,547.0
서초구,신원동,1165011100,28960,서초포레스타5단지,1,아파트,212121,112.81,84.84,I,187500.0,202607,547.0
서초구,신원동,1165011100,28960,서초포레스타5단지,1,아파트,214901,113.09,84.61,G,187500.0,202607,547.0
서초구,신원동,1165011100,27988,서초포레스타7단지,1,아파트,197627,122.62,84.6,A,187500.0,202607,310.0
서초구,신원동,1165011100,27988,서초포레스타7단지,1,아파트,203768,123.05,84.33,B1,187500.0,202607,310.0
서초구,신원동,1165011100,27988,서초포레스타7단지,1,아파트,208421,123.42,84.79,H,187500.0,202607,310.0
서초구,신원동,1165011100,28230,힐스테이트서초젠트리스,1,아파트,27130,114.32,84.95,A,195000.0,202607,256.0
서초구,신원동,1165011100,28230,힐스테이트서초젠트리스,1,아파트,73738,114.49,84.99,B,195000.0,202607,256.0
서초구,양재동,1165010200,28731,경희궁,1,아파트,178487,93.27,83.01,C,109900.0,202607,10.0
서초구,양재동,1165010200,28731,경희궁,1,아파트,189659,95.33,84.85,,101400.0,202607,10.0
서초구,양재동,1165010200,23216,금강,1,아파트,108817,102.52,83.78,,110100.0,202607,19.0
서초구,양재동,1165010200,1736,그린씨티.,1,아파트,1643,96.36,83.4,A,112600.0,202607,11.0
서초구,양재동,1165010200,1736,그린씨티.,1,아파트,50942,97.34,84.25,B,122200.0,202607,11.0
서초구,양재동,1165010200,1736,그린씨티.,1,아파트,128663,97.19,84.11,C,,202607,11.0
서초구,양재동,1165010200,1736,그린씨티.,1,아파트,153688,98.09,84.9,D,,202607,11.0
서초구,양재동,1165010200,23100,마로니에,1,아파트,22273,94.89,84.48,,100800.0,202607,11.0
서초구,양재동,1165010200,23735,리치스.,1,아파트,22753,100.01,84.09,A,113200.0,202607,19.0
서초구,양재동,1165010200,23735,리치스.,1,아파트,109066,100.1,84.19,B,111500.0,202607,19.0
서초구,양재동,1165010200,23735,리치스.,1,아파트,138989,100.68,84.68,C,113700.0,202607,19.0
서초구,양재동,1165010200,23735,리치스.,1,아파트,69850,100.75,84.74,D,119300.0,202607,19.0
서초구,양재동,1165010200,18953,베누시아,1,아파트,202468,104.11,83.17,B,,202607,
서초구,양재동,1165010200,18421,미영,1,아파트,223427,94.57,84.17,C,,202607,
서초구,양재동,1165010200,18421,미영,1,아파트,207373,95.56,83.19,B,,202607,
서초구,양재동,1165010200,18421,미영,1,아파트,211204,97.24,84.66,D,,202607,
서초구,양재동,1165010200,18421,미영,1,아파트,226746,103.07,83.94,B,,202607,
서초구,양재동,1165010200,24473,블루하이츠,1,아파트,23421,97.77,84.28,A,119900.0,202607,16.0
서초구,양재동,1165010200,24473,블루하이츠,1,아파트,70431,98.4,84.82,B,,202607,16.0
서초구,양재동,1165010200,24473,블루하이츠,1,아파트,109535,98.44,84.86,C,116500.0,202607,16.0
서초구,양재동,1165010200,12022,"비젼(102,103동)",1,아파트,224033,93.9,83.93,C,110300.0,202607,37.0
서초구,양재동,1165010200,12022,"비젼(102,103동)",1,아파트,185505,94.76,84.7,,108600.0,202607,37.0
서초구,양재동,1165010200,12022,"비젼(102,103동)",1,아파트,224735,98.25,84.46,A,105100.0,202607,37.0
서초구,양재동,1165010200,12022,"비젼(102,103동)",1,아파트,101004,98.81,84.95,B,108300.0,202607,37.0
서초구,양재동,1165010200,12022,"비젼(102,103동)",1,아파트,225832,98.84,84.98,D,106100.0,202607,37.0
서초구,양재동,1165010200,1726,성영,1,아파트,1634,93.08,83.12,A,101100.0,202607,14.0
서초구,양재동,1165010200,1726,성영,1,아파트,50934,93.24,83.26,B,100100.0,202607,14.0
서초구,양재동,1165010200,1729,시그마.,1,아파트,1223093,100.69,83.52,,98300.0,202607,16.0
서초구,양재동,1165010200,1729,시그마.,1,아파트,1223094,100.83,83.63,A,107700.0,202607,16.0
서초구,양재동,1165010200,1729,시그마.,1,아파트,94609,100.99,83.77,B,96400.0,202607,16.0
서초구,양재동,1165010200,1729,시그마.,1,아파트,1637,101.96,84.49,C,106500.0,202607,16.0
서초구,양재동,1165010200,18424,양재.,1,아파트,136313,93.47,83.17,,90500.0,202607,15.0
서초구,양재동,1165010200,1730,양재동 리치타운,1,아파트,1638,100.44,84.92,,98300.0,202607,19.0
서초구,양재동,1165010200,20163,양재메트로,1,아파트,175696,93.02,83.74,A,,202607,19.0
서초구,양재동,1165010200,20163,양재메트로,1,아파트,187556,93.13,83.84,B,,202607,19.0
서초구,양재동,1165010200,20163,양재메트로,1,아파트,196143,93.74,84.38,C,102800.0,202607,19.0
서초구,양재동,1165010200,20163,양재메트로,1,아파트,19486,93.92,84.55,D,,202607,19.0
서초구,양재동,1165010200,1727,양재테크노2차,1,아파트,1635,92.53,83.96,A,,202607,
서초구,양재동,1165010200,1727,양재테크노2차,1,아파트,206168,93.09,84.47,B,,202607,
서초구,양재동,1165010200,1721,양재대웅,1,아파트,1629,117.43,84.58,A,190000.0,202607,54.0
서초구,양재동,1165010200,1721,양재대웅,1,아파트,50929,117.76,84.91,B,190000.0,202607,54.0
서초구,양재동,1165010200,1724,양재테크노,1,아파트,1632,94.25,83.42,A,104400.0,202607,19.0
서초구,양재동,1165010200,1724,양재테크노,1,아파트,210250,94.16,83.34,F,,202607,19.0
서초구,양재동,1165010200,1724,양재테크노,1,아파트,50932,95.92,84.9,B,101500.0,202607,19.0
서초구,양재동,1165010200,1724,양재테크노,1,아파트,213412,95.46,84.5,C,,202607,19.0
서초구,양재동,1165010200,32488,양재파크뷰,1,아파트,31353,102.13,84.99,,,202607,
서초구,양재동,1165010200,18422,양재테크노3차,1,아파트,175176,93.69,83.11,,,202607,19.0
서초구,양재동,1165010200,18422,양재테크노3차,1,아파트,187147,95.62,84.82,A,102200.0,202607,19.0
서초구,양재동,1165010200,18422,양재테크노3차,1,아파트,195835,95.73,84.92,B,93500.0,202607,19.0
서초구,양재동,1165010200,18422,양재테크노3차,1,아파트,202387,95.74,84.93,C,95000.0,202607,19.0
서초구,양재동,1165010200,347213,우성(113동),1,아파트,1636120,102.54,84.69,,190000.0,202607,150.0
서초구,양재동,1165010200,36275,우성,1,아파트,80811,100.98,84.58,,215000.0,202607,944.0
서초구,양재동,1165010200,36275,우성,1,아파트,145891,101.38,84.88,N,215000.0,202607,944.0
서초구,양재동,1165010200,36275,우성,1,아파트,166112,101.31,84.91,S,215000.0,202607,944.0
서초구,양재동,1165010200,36275,우성,1,아파트,191241,102.54,84.69,A,,202607,944.0
서초구,양재동,1165010200,18342,위너스,1,아파트,17740,93.77,84.05,,97300.0,202607,13.0
서초구,양재동,1165010200,18342,위너스,1,아파트,1223211,94.71,84.9,A,,202607,13.0
서초구,양재동,1165010200,18342,위너스,1,아파트,136260,94.72,84.91,B,99500.0,202607,13.0
서초구,양재동,1165010200,12171,초원탑스빌,1,아파트,132751,100.05,84.99,,106100.0,202607,12.0
서초구,양재동,1165010200,32099,진흥(아마란스),1,아파트,30964,103.03,84.64,A,,202607,
서초구,양재동,1165010200,32099,진흥(아마란스),1,아파트,77187,103.33,84.89,B,,202607,
서초구,양재동,1165010200,32099,진흥(아마란스),1,아파트,115051,103.37,84.92,C,,202607,
서초구,양재동,1165010200,1733,포레스빌,1,아파트,1640,104.55,84.38,A,118200.0,202607,19.0
서초구,양재동,1165010200,1733,포레스빌,1,아파트,50940,105.2,84.92,B,122300.0,202607,19.0
서초구,양재동,1165010200,22895,파빌리온.,1,아파트,211561,92.41,83.71,D,104600.0,202607,30.0
서초구,양재동,1165010200,22895,파빌리온.,1,아파트,214458,92.42,83.72,E,103800.0,202607,30.0
서초구,양재동,1165010200,22895,파빌리온.,1,아파트,216780,93.58,84.78,F,101200.0,202607,30.0
서초구,양재동,1165010200,22895,파빌리온.,1,아파트,22084,94.32,83.93,A,94200.0,202607,30.0
서초구,양재동,1165010200,22895,파빌리온.,1,아파트,69256,94.56,84.15,B,102800.0,202607,30.0
서초구,양재동,1165010200,22895,파빌리온.,1,아파트,108595,95.21,84.72,C,102500.0,202607,30.0
서초구,양재동,1165010200,20349,한아름.,1,아파트,137254,98.14,83.83,A,102600.0,202607,19.0
서초구,양재동,1165010200,20349,한아름.,1,아파트,19669,98.95,84.54,B,95500.0,202607,19.0
서초구,양재동,1165010200,20755,현대타운,1,아파트,187683,94.51,84.11,,112400.0,202607,34.0
서초구,우면동,1165010300,25639,서초네이처힐2단지,1,아파트,71445,110.93,84.82,E,,202607,
서초구,우면동,1165010300,25639,서초네이처힐2단지,1,아파트,110378,112.2,84.73,F,,202607,
서초구,우면동,1165010300,1737,동고(동양고속),1,아파트,50943,105.47,84.96,,165000.0,202607,330.0
서초구,우면동,1165010300,27465,서초네이처힐1단지,1,아파트,26373,110.25,84.78,A,165000.0,202607,178.0
서초구,우면동,1165010300,27465,서초네이처힐1단지,1,아파트,111682,110.84,84.82,E,165000.0,202607,178.0
서초구,우면동,1165010300,27465,서초네이처힐1단지,1,아파트,73074,112.1,84.73,F,165000.0,202607,178.0
서초구,우면동,1165010300,26688,서초네이처힐3단지,1,아파트,25604,112.57,84.77,A,202500.0,202607,1251.0
서초구,우면동,1165010300,26688,서초네이처힐3단지,1,아파트,111144,112.06,84.84,C,202500.0,202607,1251.0
서초구,우면동,1165010300,26688,서초네이처힐3단지,1,아파트,72388,113.55,84.61,B,202500.0,202607,1251.0
서초구,우면동,1165010300,26689,서초네이처힐6단지,1,아파트,72389,114.89,84.77,A,172500.0,202607,382.0
서초구,우면동,1165010300,25075,서초네이처힐7단지,1,아파트,70946,120.25,84.77,A,167500.0,202607,275.0
서초구,우면동,1165010300,25074,서초네이처힐4단지,1,아파트,109962,115.84,84.84,C,196000.0,202607,409.0
서초구,우면동,1165010300,25074,서초네이처힐4단지,1,아파트,24014,116.35,84.77,A,196000.0,202607,409.0
서초구,우면동,1165010300,25074,서초네이처힐4단지,1,아파트,70945,117.32,84.61,B,196000.0,202607,409.0
서초구,우면동,1165010300,25666,호반써밋서초파크,1,아파트,140071,116.48,84.95,A,182500.0,202607,424.0
서초구,우면동,1165010300,25666,호반써밋서초파크,1,아파트,161775,116.53,84.99,B,182500.0,202607,424.0
서초구,우면동,1165010300,25666,호반써밋서초파크,1,아파트,177457,116.5,84.97,C,182500.0,202607,424.0
서초구,우면동,1165010300,25652,호반써밋서초파크뷰,1,아파트,140059,116.19,84.95,A,147500.0,202607,358.0
서초구,우면동,1165010300,25652,호반써밋서초파크뷰,1,아파트,161764,116.25,84.99,B,147500.0,202607,358.0
서초구,우면동,1165010300,25652,호반써밋서초파크뷰,1,아파트,177447,116.25,84.99,BN,147500.0,202607,358.0
서초구,잠원동,1165010600,1568,금호베스트빌,1,아파트,1477,101.34,84.97,,310000.0,202607,117.0
서초구,잠원동,1165010600,1569,대주피오레,1,아파트,1478,103.1,84.98,,160600.0,202607,49.0
서초구,잠원동,1165010600,21687,데뜨아르,1,아파트,68245,111.55,84.99,B,207200.0,202607,22.0
서초구,잠원동,1165010600,21687,데뜨아르,1,아파트,20964,112.3,84.94,A,218600.0,202607,22.0
서초구,우면동,1165010300,24933,서초힐스,1,아파트,218776,116.29,84.98,A,190000.0,202607,1082.0
서초구,우면동,1165010300,24933,서초힐스,1,아파트,208079,116.25,84.95,A1,190000.0,202607,1082.0
서초구,우면동,1165010300,24933,서초힐스,1,아파트,216895,116.28,84.97,B,190000.0,202607,1082.0
서초구,우면동,1165010300,24933,서초힐스,1,아파트,203308,116.23,84.93,C,190000.0,202607,1082.0
서초구,우면동,1165010300,24933,서초힐스,1,아파트,211742,116.27,84.96,D,190000.0,202607,1082.0
서초구,우면동,1165010300,24933,서초힐스,1,아파트,214601,116.27,84.96,DN,190000.0,202607,1082.0
서초구,잠원동,1165010600,1523,강변,1,아파트,50757,101.08,84.53,,310000.0,202607,360.0
서초구,잠원동,1165010600,28490,래미안신반포팰리스,1,아파트,27386,111.79,84.49,A,415000.0,202607,843.0
서초구,잠원동,1165010600,28490,래미안신반포팰리스,1,아파트,112409,113.31,84.46,B,400000.0,202607,843.0
서초구,잠원동,1165010600,28490,래미안신반포팰리스,1,아파트,73971,113.29,84.46,C,400000.0,202607,843.0
서초구,잠원동,1165010600,28490,래미안신반포팰리스,1,아파트,141638,114.22,84.42,D,405000.0,202607,843.0
서초구,잠원동,1165010600,34969,래미안신반포리오센트,1,아파트,145204,114.75,84.92,A,380000.0,202607,475.0
서초구,잠원동,1165010600,34969,래미안신반포리오센트,1,아파트,165621,114.75,84.92,B,380000.0,202607,475.0
서초구,잠원동,1165010600,34969,래미안신반포리오센트,1,아파트,117061,114.72,84.92,C,380000.0,202607,475.0
서초구,잠원동,1165010600,12014,메이플라워,1,아파트,59997,95.29,83.82,,,202607,
서초구,잠원동,1165010600,1092721,메이플자이,1,아파트,1717093,110.56,84.25,A1,,202607,
서초구,잠원동,1165010600,1092721,메이플자이,1,아파트,1717094,110.69,84.25,A2,,202607,
서초구,잠원동,1165010600,1092721,메이플자이,1,아파트,1716976,111.55,84.36,B1,,202607,
서초구,잠원동,1165010600,1092721,메이플자이,1,아파트,1716977,111.55,84.36,B2,,202607,
서초구,잠원동,1165010600,1092721,메이플자이,1,아파트,1716978,111.55,84.36,B3,,202607,
서초구,잠원동,1165010600,1092721,메이플자이,1,아파트,1716979,111.55,84.36,B4,,202607,
서초구,잠원동,1165010600,1562,미주파스텔,1,아파트,128556,104.68,84.64,,235000.0,202607,91.0
서초구,잠원동,1165010600,47515,반포르엘,1,아파트,125620,110.51,84.34,A,485000.0,202607,596.0
서초구,잠원동,1165010600,47515,반포르엘,1,아파트,151489,110.72,84.11,B,485000.0,202607,596.0
서초구,잠원동,1165010600,47515,반포르엘,1,아파트,90614,110.28,84.98,C,485000.0,202607,596.0
서초구,잠원동,1165010600,39123,반포센트럴자이,1,아파트,209380,115.73,84.98,A,475000.0,202607,757.0
서초구,잠원동,1165010600,39123,반포센트럴자이,1,아파트,147201,115.83,84.94,C,475000.0,202607,757.0
서초구,잠원동,1165010600,39123,반포센트럴자이,1,아파트,167006,116.45,84.95,B,475000.0,202607,757.0
서초구,잠원동,1165010600,1544,반포한신타워,1,아파트,215908,106.91,84.93,B,310000.0,202607,250.0
서초구,잠원동,1165010600,1563,보미리전빌,1,아파트,1472,105.68,84.94,,160300.0,202607,41.0
서초구,잠원동,1165010600,1565,블루힐하우스(청구2차),1,아파트,50791,113.1,84.54,,260000.0,202607,125.0
서초구,잠원동,1165010600,1525,동아,1,아파트,94462,109.07,84.91,,357500.0,202607,991.0
서초구,잠원동,1165010600,48900,반포르엘2차,1,아파트,126560,111.8,84.12,A,440000.0,202607,280.0
서초구,잠원동,1165010600,48900,반포르엘2차,1,아파트,152193,111.94,84.37,B,440000.0,202607,280.0
서초구,잠원동,1165010600,19038,성진준빌라트,1,아파트,66012,94.91,84.91,,73400.0,202607,19.0
서초구,잠원동,1165010600,1538,신반포(한신16차),1,아파트,50768,91.49,83.12,,330000.0,202607,396.0
서초구,잠원동,1165010600,1519,신반포(한신27차),1,아파트,50753,118.82,84.49,,292500.0,202607,156.0
서초구,잠원동,1165010600,1550,신반포(한신25차),1,아파트,1459,113.97,84.49,,377500.0,202607,169.0
서초구,잠원동,1165010600,32368,신반포자이,1,아파트,143845,110.4,84.97,C,440000.0,202607,607.0
서초구,잠원동,1165010600,32368,신반포자이,1,아파트,212399,112.34,84.98,D,450000.0,202607,607.0
서초구,잠원동,1165010600,32368,신반포자이,1,아파트,164626,114.1,84.97,B,440000.0,202607,607.0
서초구,잠원동,1165010600,32368,신반포자이,1,아파트,190498,117.52,84.92,A-2,450000.0,202607,607.0
서초구,잠원동,1165010600,32368,신반포자이,1,아파트,179670,118.12,84.87,A-1,450000.0,202607,607.0
서초구,잠원동,1165010600,49604,신반포르엘,1,아파트,127043,112.52,84.92,A,405000.0,202607,330.0
서초구,잠원동,1165010600,49604,신반포르엘,1,아파트,152558,112.96,84.94,B,405000.0,202607,330.0
서초구,잠원동,1165010600,1556,신반포청구(1차),1,아파트,128554,109.64,84.84,A,310000.0,202607,347.0
서초구,잠원동,1165010600,1556,신반포청구(1차),1,아파트,50783,109.65,84.86,B,310000.0,202607,347.0
서초구,잠원동,1165010600,340670,신반포중앙하이츠,1,아파트,1175211,107.21,84.66,A,,202607,
서초구,잠원동,1165010600,340670,신반포중앙하이츠,1,아파트,1175212,107.21,84.66,B,,202607,
서초구,잠원동,1165010600,33814,아크로리버뷰신반포,1,아파트,32667,117.85,84.79,A,520000.0,202607,595.0
서초구,잠원동,1165010600,33814,아크로리버뷰신반포,1,아파트,78672,117.92,84.82,B,500000.0,202607,595.0
서초구,잠원동,1165010600,1551,신화,1,아파트,153603,108.66,84.85,B,242500.0,202607,166.0
서초구,잠원동,1165010600,1551,신화,1,아파트,50779,109.7,84.33,A,242500.0,202607,166.0
서초구,잠원동,1165010600,2150671,오티에르반포,1,아파트,5519691,114.75,84.94,A,,202607,
서초구,잠원동,1165010600,23383,유로미,1,아파트,22541,95.04,84.38,A,109800.0,202607,11.0
서초구,잠원동,1165010600,23383,유로미,1,아파트,69659,95.36,84.67,B,113800.0,202607,11.0
서초구,잠원동,1165010600,1567,잠원동월드메르디앙,1,아파트,1476,107.46,84.78,,210000.0,202607,107.0
서초구,잠원동,1165010600,18603,잠원동트루빌,1,아파트,17989,101.81,84.7,A,128800.0,202607,19.0
서초구,잠원동,1165010600,18603,잠원동트루빌,1,아파트,65647,102.1,84.94,B,118000.0,202607,19.0
서초구,잠원동,1165010600,18603,잠원동트루빌,1,아파트,105702,102.12,84.96,C,127700.0,202607,19.0
서초구,잠원동,1165010600,18603,잠원동트루빌,1,아파트,158935,102.15,84.99,D,112600.0,202607,19.0
서초구,잠원동,1165010600,18603,잠원동트루빌,1,아파트,136412,102.13,84.97,E,122200.0,202607,19.0
서초구,잠원동,1165010600,21077,잠원아이비,1,아파트,137624,99.99,84.99,B,128200.0,202607,31.0
서초구,잠원동,1165010600,21077,잠원아이비,1,아파트,107332,100.55,84.96,A,136200.0,202607,31.0
서초구,잠원동,1165010600,12194,잠원위브,1,아파트,173107,117.64,84.67,,,202607,
서초구,잠원동,1165010600,1529,잠원한신.,1,아파트,1438,94.42,84.52,,340000.0,202607,540.0
서초구,잠원동,1165010600,1526,잠원한신그린,1,아파트,1435,96.5,84.89,,290000.0,202607,150.0
서초구,잠원동,1165010600,1545,잠원현대,1,아파트,1454,103.77,84.87,,285000.0,202607,238.0
서초구,잠원동,1165010600,1522,한강,1,아파트,50756,103.75,84.53,,335000.0,202607,450.0
서초구,잠원동,1165010600,1527,한신로얄.,1,아파트,1436,93.78,84.56,C,292500.0,202607,208.0
서초구,잠원동,1165010600,1546,한신훼미리.,1,아파트,50775,101.05,84.38,A,280000.0,202607,288.0
서초구,잠원동,1165010600,1546,한신훼미리.,1,아파트,94475,102.99,84.69,B,280000.0,202607,288.0
서초구,잠원동,1165010600,1546,한신훼미리.,1,아파트,1455,102.47,84.9,D,280000.0,202607,288.0
서초구,잠원동,1165010600,1546,한신훼미리.,1,아파트,128552,103.17,84.83,C,280000.0,202607,288.0
서초구,잠원동,1165010600,1555,현대훼밀리,1,아파트,94479,104.19,84.51,A,270000.0,202607,113.0
서초구,잠원동,1165010600,1555,현대훼밀리,1,아파트,50782,104.2,84.52,B,270000.0,202607,113.0
서초구,잠원동,1165010600,12302,브라운스톤잠원,1,아파트,12105,103.19,84.94,,310000.0,202607,83.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,206800,109.2,84.99,A,335000.0,202607,5563.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,210719,109.35,84.99,B,335000.0,202607,5563.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,213782,109.34,84.99,C,335000.0,202607,5563.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,216216,109.51,84.99,D,335000.0,202607,5563.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,218199,109.47,84.99,E,335000.0,202607,5563.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,219860,109.26,84.99,F,335000.0,202607,5563.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,221205,109.4,84.99,G,335000.0,202607,5563.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,223262,109.2,84.99,I,335000.0,202607,5563.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,224064,109.31,84.99,J,335000.0,202607,5563.0
송파구,잠실동,1171010100,15524,리센츠,1,아파트,222317,110.3,84.99,H,335000.0,202607,5563.0
