시작연도,매수기간(개월),매수전략,경과개월,날짜,월봉종가(달러),원달러환율,매수신호,인출전현금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2002,0,일시매수,22,2003-10-31,29.643911361694336,1184.0,전액매수,0.0,1587.1547256418958,1000000.0,1000000.0,28.491334503380486,0.0,0.0,1558.6633911385152,54706577.22099961,54706577.22099961
2002,0,일시매수,23,2003-11-30,29.812442779541016,1202.1,전액매수,0.0,1558.6633911385152,1000000.0,1000000.0,27.90370295304587,0.0,0.0,1530.7596881854693,54858657.675696656,54858657.675696656
2002,0,일시매수,24,2003-12-31,30.734472274780273,1192.0,전액매수,0.0,1530.7596881854693,1000000.0,1000000.0,27.2959355539363,0.0,0.0,1503.463752631533,55080132.705498025,55080132.705498025
2002,0,일시매수,25,2004-01-31,31.248699188232422,1174.0,전액매수,0.0,1503.463752631533,1000000.0,1000000.0,27.258374860902393,0.0,0.0,1476.2053777706305,54156030.405466385,54156030.405466385
2002,0,일시매수,26,2004-02-29,30.827194213867188,1179.0,전액매수,0.0,1476.2053777706305,1000000.0,1000000.0,27.513902653974398,0.0,0.0,1448.6914751166562,52653071.188626595,52653071.188626595
2002,0,일시매수,27,2004-03-31,30.21184539794922,1146.7,전액매수,0.0,1448.6914751166562,1000000.0,1000000.0,28.865091190708203,0.0,0.0,1419.826383925948,49188356.08539481,49188356.08539481
2002,0,일시매수,28,2004-04-30,29.30986785888672,1173.6,전액매수,0.0,1419.826383925948,1000000.0,1000000.0,29.071406157145788,0.0,0.0,1390.7549777688023,47839274.44895723,47839274.44895723
2002,0,일시매수,29,2004-05-31,30.81036376953125,1165.0,전액매수,0.0,1390.7549777688023,1000000.0,1000000.0,27.85975216434472,0.0,0.0,1362.8952256044577,48919861.79793477,48919861.79793477
2002,0,일시매수,30,2004-06-30,31.813467025756836,1156.0,전액매수,0.0,1362.8952256044577,1000000.0,1000000.0,27.191374722340797,0.0,0.0,1335.703850882117,49122336.20114414,49122336.20114414
2002,0,일시매수,31,2004-07-31,29.411029815673828,1170.0,전액매수,0.0,1335.703850882117,1000000.0,1000000.0,29.060555174622433,0.0,0.0,1306.6432957074946,44962778.16634902,44962778.16634902
2002,0,일시매수,32,2004-08-31,28.677644729614258,1152.0,전액매수,0.0,1306.6432957074946,1000000.0,1000000.0,30.26941590705841,0.0,0.0,1276.3738798004363,42167112.960471876,42167112.960471876
