start_year,date,usdkrw,monthly_return,balance_before_withdrawal_usd,requested_withdrawal_krw,withdrawal_usd,withdrawal_krw,ending_balance_usd,ending_balance_krw
2003,2010-01-31,1158.7,-0.06469969514672702,63559.47175789841,1000000,863.0361612151548,1000000.0,62696.43559668326,72646359.9258769
2003,2010-02-28,1159.0,0.04603859475873495,65582.89138793609,1000000,862.8127696289905,1000000.0,64720.0786183071,75010571.11861794
2003,2010-03-31,1131.2,0.07710940534963573,69710.60539474644,1000000,884.016973125884,1000000.0,68826.58842162056,77856636.82253718
2003,2010-04-30,1108.0,0.022425276608466937,70370.04370499251,1000000,902.5270758122743,1000000.0,69467.51662918023,76970008.4251317
2003,2010-05-31,1194.5,-0.07392358232487795,64332.2289447382,1000000,837.1703641691084,1000000.0,63495.05858056909,75844847.47448978
2003,2010-06-30,1220.85,-0.059756613101809464,59700.8089310933,1000000,819.1014457140517,999999.9999999999,58881.70748537925,71885732.58352526
2003,2010-07-31,1182.0,0.07258219439132696,63155.4710241763,1000000,846.0236886632825,1000000.0,62309.44733551302,73649766.75057639
2003,2010-08-31,1198.0,-0.05129887711667791,59113.042653440425,1000000,834.7245409015025,999999.9999999999,58278.318112538924,69817425.09882163
2003,2010-09-30,1140.1,0.131728657051571,65955.24269272792,1000000,877.1160424524165,1000000.0,65078.1266502755,74195572.1939791
2003,2010-10-31,1124.0,0.0633787778294761,69202.69878080182,1000000,889.6797153024911,1000000.0,68313.01906549932,76783833.42962123
2003,2010-11-30,1157.2,-0.0017247622926982453,68195.19534611476,1000000,864.1548565502937,1000000.0,67331.04048956448,77915480.05452402
2003,2010-12-31,1130.6,0.04757068741567361,70534.02437006561,1000000,884.486113568017,1000000.0,69649.5382564976,78745767.95279618
2003,2011-01-31,1119.1,0.028277739084035414,71619.06972663838,1000000,893.5751943526049,1000000.0,70725.49453228577,79148900.931081
2003,2011-02-28,1123.7,0.031607150391477434,72960.92587447933,1000000,889.9172376968942,1000000.0,72071.00863678244,80986192.40515243
2003,2011-03-31,1097.25,-0.004482727031391076,71747.93397818672,1000000,911.369332421964,1000000.0,70836.56464576475,77725420.55756538
2003,2011-04-30,1068.4,0.028730786632751526,72871.75487039932,1000000,935.9790340696368,1000000.0,71935.77583632969,76856182.90353465
2003,2011-05-31,1078.0,-0.012186914356340783,71059.10069705542,1000000,927.643784786642,1000000.0,70131.45691226877,75601710.55142573
2003,2011-06-30,1066.3,-0.020255016145502736,68710.94312020314,1000000,937.822376441902,1000000.0,67773.12074376123,72266478.6490726
2003,2011-07-31,1054.0,0.016652192248193254,68901.69177964635,1000000,948.7666034155598,1000000.0,67952.9251762308,71622383.13574725
2003,2011-08-31,1063.9,-0.05068968264832863,64508.412964022034,1000000,939.9379640943697,1000000.0,63568.47499992767,67630500.55242305
2003,2011-09-30,1180.9,-0.04490818410652331,60713.73022125999,1000000,846.8117537471419,999999.9999999999,59866.91846751285,70696844.01828593
2003,2011-10-31,1112.05,0.104019746878518,66094.26017290041,1000000,899.2401420799425,1000000.0,65195.020030820466,72500122.02527389
2003,2011-11-30,1140.05,-0.026919742843011685,63439.98685694578,1000000,877.1545107670717,1000000.0,62562.832346178715,71324757.01626104
2003,2011-12-31,1158.5,-0.0061420203824231745,62178.57015472636,1000000,863.1851532153647,1000000.0,61315.38500151099,71033873.52425049
2003,2012-01-31,1125.7,0.08418456170528654,66477.1938136541,1000000,888.3361463977969,1000000.0,65588.8576672563,73833377.07603043
2003,2012-02-29,1117.1,0.06410040618179491,69793.13008472737,1000000,895.1750067138126,1000000.0,68897.95507801356,76965905.61764894
2003,2012-03-31,1131.4,0.05053049143965249,72379.4026072927,1000000,883.86070355312,1000000.0,71495.54190373958,80890056.10989097
2003,2012-04-30,1130.05,-0.011695322649641127,70659.37847316441,1000000,884.9165966107695,1000000.0,69774.46187655364,78848630.64359944
2003,2012-05-31,1180.0,-0.07040144831859396,64862.238704793745,1000000,847.457627118644,1000000.0,64014.7810776751,75537441.67165662
2003,2012-06-30,1141.17,0.03621455574129917,66333.04793527962,1000000,876.2936284690273,1000000.0,65456.754306810595,74697284.31230305
2003,2012-07-31,1130.27,0.009975150624573326,66109.69529041673,1000000,884.7443531191662,1000000.0,65224.95093729756,73721805.29589932
2003,2012-08-31,1133.2,0.051851642373065054,68606.97176709902,1000000,882.4567596187786,1000000.0,67724.51500748024,76745420.4064766
2003,2012-09-30,1111.21,0.008884041631492368,68326.18241827932,1000000,899.9199071282655,1000000.0,67426.26251115106,74924737.16501617
2003,2012-10-31,1090.17,-0.052792762529248805,63866.64384616507,1000000,917.2881293743177,1000000.0,62949.35571679075,68625499.12177378
2003,2012-11-30,1081.75,0.0130874430366974,63773.20182393105,1000000,924.428010168708,999999.9999999999,62848.77381376234,67986661.07303742
2003,2012-12-31,1063.24,-0.0046699682456240454,62555.27203577566,1000000,940.5214250780633,1000000.0,61614.7506106976,65511267.43931811
2004,2004-01-31,1174.0,0.016730779756920056,85296.20635544631,1000000,851.7887563884157,1000000.0,84444.4175990579,99137746.26129396
2004,2004-02-29,1179.0,-0.01348762939159609,83305.46259029263,1000000,848.1764206955047,1000000.0,82457.28616959714,97217140.39395502
2004,2004-03-31,1146.7,-0.019961902786707175,80811.28183902394,1000000,872.0676724513822,1000000.0,79939.21416657256,91666296.88480876
2004,2004-04-30,1173.6,-0.029854847053348066,77552.64115406471,1000000,852.0790729379687,1000000.0,76700.56208112674,90015779.65841034
2004,2004-05-31,1165.0,0.05119402108986293,80627.17227391229,1000000,858.3690987124463,1000000.0,79768.80317519985,92930655.69910783
2004,2004-06-30,1156.0,0.032557891622640556,82365.90722384576,1000000,865.0519031141869,1000000.0,81500.85532073157,94214988.7507657
