자치구,동,법정동코드,단지기본일련번호,아파트
강남구,역삼동,1168010100,2148666,리치웰빌라트2차(도시형)
강남구,역삼동,1168010100,25,리치타워
강남구,역삼동,1168010100,19154,명인갤러리1차.
강남구,역삼동,1168010100,24612,베르사이유
강남구,역삼동,1168010100,12489,베스젠빌
강남구,역삼동,1168010100,23141,불루밍코트
강남구,역삼동,1168010100,12607,브라운스톤역삼
강남구,역삼동,1168010100,47837,비에네스타
강남구,역삼동,1168010100,650101,빌라란떼(도)
강남구,역삼동,1168010100,13658,상지리츠빌
강남구,역삼동,1168010100,21465,상지리츠빌역삼2차
강남구,역삼동,1168010100,19007,성영아파트포유
강남구,역삼동,1168010100,36285,"세방하이빌1,2"
강남구,역삼동,1168010100,20433,세연예지향
강남구,역삼동,1168010100,21,세종빌라트
강남구,역삼동,1168010100,47645,스타힐스(도)
강남구,역삼동,1168010100,50501,스톤엘리시온역삼
강남구,역삼동,1168010100,2144527,시티프라디움더강남
강남구,역삼동,1168010100,383102,시티프라디움더강남2차(도)
강남구,역삼동,1168010100,24562,쎄비앙
강남구,역삼동,1168010100,722497,아이리스(도)
강남구,역삼동,1168010100,491593,아이힐2(도)
강남구,역삼동,1168010100,800354,아하바하우스(도)
강남구,역삼동,1168010100,25867,에벤에셀빌라트
강남구,역삼동,1168010100,24584,역삼(리츠빌)
강남구,역삼동,1168010100,15141,역삼2차아이파크
강남구,역삼동,1168010100,26277,역삼EG소울리더(도시형)
강남구,역삼동,1168010100,13850,역삼e-편한세상
강남구,역삼동,1168010100,19083,역삼노블카운티
강남구,역삼동,1168010100,344218,역삼더하이브(도)
강남구,역삼동,1168010100,20671,역삼동 명인갤러리2차
강남구,역삼동,1168010100,37,역삼동 칼라
강남구,역삼동,1168010100,14622,역삼동골든베리힐
강남구,역삼동,1168010100,25815,역삼동그린비
강남구,역삼동,1168010100,14789,역삼동롯데캐슬노블
강남구,역삼동,1168010100,23,역삼동우성빌라트
강남구,역삼동,1168010100,13715,역삼동월드메르디앙
강남구,역삼동,1168010100,31,역삼동트레벨
강남구,역삼동,1168010100,19712,역삼동프라임
강남구,역삼동,1168010100,13697,역삼래미안
강남구,역삼동,1168010100,1076002,역삼레전드힐스(도)
강남구,역삼동,1168010100,2144796,역삼르비앙
강남구,역삼동,1168010100,2148667,역삼리치웰빌라트(도시형)
강남구,역삼동,1168010100,31095,역삼미까사(도)
강남구,역삼동,1168010100,2093603,역삼센트럴
강남구,역삼동,1168010100,321194,역삼센트럴2차아이파크(도시형)
강남구,역삼동,1168010100,2104296,역삼아르떼(도시형)
강남구,역삼동,1168010100,14324,역삼아이파크
강남구,역삼동,1168010100,21583,역삼엔스위트
강남구,역삼동,1168010100,13338,역삼예명
강남구,역삼동,1168010100,15503,역삼우성
강남구,역삼동,1168010100,2153197,역삼위너스하임(도시형)
강남구,역삼동,1168010100,22550,역삼이안애
강남구,역삼동,1168010100,29462,역삼자이
강남구,역삼동,1168010100,33,역삼카이스
강남구,역삼동,1168010100,500737,역삼파크빌(도)
강남구,역삼동,1168010100,13857,역삼푸르지오
강남구,역삼동,1168010100,19460,역삼프리마빌
강남구,역삼동,1168010100,26,역삼한스빌
강남구,역삼동,1168010100,22356,예지인
강남구,역삼동,1168010100,26761,요진와이시티미니(도시형)
강남구,역삼동,1168010100,35763,우리집(도)
강남구,역삼동,1168010100,24,은하수
강남구,역삼동,1168010100,490648,일성빌라(도)
강남구,역삼동,1168010100,20744,정원
강남구,역삼동,1168010100,14407,조이너스
강남구,역삼동,1168010100,34,지석천평대
강남구,역삼동,1168010100,47971,코너스톤(도)
강남구,역삼동,1168010100,20981,탑팰리스
강남구,역삼동,1168010100,23288,테라힐스
강남구,역삼동,1168010100,25648,테헤란아이파크
강남구,역삼동,1168010100,18309,파크앤스위트.
강남구,역삼동,1168010100,25415,포스틸빌라트
강남구,역삼동,1168010100,23552,풍림지오빌.
강남구,역삼동,1168010100,42996,풍성애뜨란(도)
강남구,역삼동,1168010100,39681,프리빌리지(도).
강남구,역삼동,1168010100,15502,프리우스역삼
강남구,역삼동,1168010100,20259,플래티늄
강남구,역삼동,1168010100,41156,하우스템(도).
강남구,역삼동,1168010100,20746,한양럭스
강남구,역삼동,1168010100,17,현대까르띠에710
강남구,역삼동,1168010100,25891,현대이스트빌
강남구,역삼동,1168010100,24688,현대하이츠
강남구,역삼동,1168010100,391367,휴먼스빌(도)
강남구,율현동,1168011300,29886,강남한신휴플러스6단지
강남구,율현동,1168011300,30186,강남한신휴플러스8단지
강남구,일원동,1168011400,132,가람
강남구,일원동,1168011400,123,개포한신
강남구,일원동,1168011400,380699,골든빌(도)
강남구,일원동,1168011400,385933,꿈지을(도)
강남구,일원동,1168011400,425225,꿈피엠(도)
강남구,일원동,1168011400,40929,디에이치자이개포
강남구,일원동,1168011400,45353,디에이치포레센트
강남구,일원동,1168011400,33251,래미안개포루체하임
강남구,일원동,1168011400,133,목련타운
강남구,일원동,1168011400,129,삼성사원.
