시작연도,매수방식,경과개월,날짜,월봉종가(달러),10개월이동평균(달러),원달러환율,매수신호,인출전현금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2008,균등 분할매수,116,2017-08-31,137.83058166503906,124.77287521362305,1122.36,균등분할,0.0,721.8336606229188,1000000.0,1000000.0,6.464310826655544,0.0,0.0,715.3693497962634,110664441.88395806,110664441.88395806
2008,균등 분할매수,117,2017-09-30,137.4236602783203,127.52341766357422,1142.57,균등분할,0.0,715.3693497962634,1000000.0,1000000.0,6.368771558165932,0.0,0.0,709.0005782380974,111324542.22337882,111324542.22337882
2008,균등 분할매수,118,2017-10-31,143.7539520263672,130.78253173828125,1115.68,균등분할,0.0,709.0005782380974,1000000.0,1000000.0,6.23505888176427,0.0,0.0,702.7655193563331,112711929.86031252,112711929.86031252
2008,균등 분할매수,119,2017-11-30,146.58840942382812,133.75370559692382,1084.79,균등분할,0.0,702.7655193563331,1000000.0,1000000.0,6.288610470238364,0.0,0.0,696.4769088860947,110752114.8244527,110752114.8244527
2008,균등 분할매수,120,2017-12-31,147.47247314453125,136.30194396972655,1067.42,균등분할,0.0,696.4769088860947,1000000.0,1000000.0,6.352632039957534,0.0,0.0,690.1242768461373,108635959.47401206,108635959.47401206
2008,추세추종 매수,0,2007-12-31,44.00508499145508,42.02568359375,935.8,이동평균 상회·전액매수,100000000.0,0.0,0.0,0.0,0.0,100000000.0,0.0,2428.365728318991,100000000.00000001,100000000.00000001
2008,추세추종 매수,1,2008-01-31,38.77293014526367,42.171898651123044,943.4,이동평균 이하·분할매수,0.0,2428.365728318991,1000000.0,1000000.0,27.338551820707426,0.0,0.0,2401.0271764982836,87825689.972343,87825689.972343
2008,추세추종 매수,2,2008-02-29,36.90000534057617,41.922538375854494,942.8,이동평균 이하·분할매수,0.0,2401.0271764982836,1000000.0,1000000.0,28.74444959743276,0.0,0.0,2372.282726900851,82530114.86129571,82530114.86129571
2008,추세추종 매수,3,2008-03-31,37.59090042114258,41.61798439025879,988.6,이동평균 이하·분할매수,0.0,2372.282726900851,1000000.0,1000000.0,26.90894464606756,0.0,0.0,2345.3737822547832,87159634.57888837,87159634.57888837
2008,추세추종 매수,4,2008-04-30,40.591636657714844,41.59402923583984,1005.0,이동평균 이하·분할매수,0.0,2345.3737822547832,1000000.0,1000000.0,24.51305139559521,0.0,0.0,2320.860730859188,94678573.19779566,94678573.19779566
2008,추세추종 매수,5,2008-05-31,42.99911117553711,41.81682586669922,1028.5,이동평균 상회·전액매수,0.0,2320.860730859188,1000000.0,1000000.0,22.6118567515035,0.0,0.0,2298.2488741076845,101639104.62394337,101639104.62394337
2008,추세추종 매수,6,2008-06-30,38.86471939086914,41.511239242553714,1046.8,이동평균 이하·분할매수,0.0,2298.2488741076845,1000000.0,1000000.0,24.57993610714677,0.0,0.0,2273.6689380005378,92501010.90944065,92501010.90944065
2008,추세추종 매수,7,2008-07-31,39.114227294921875,41.010429763793944,1011.5,이동평균 이하·분할매수,0.0,2273.6689380005378,1000000.0,1000000.0,25.275476847897888,0.0,0.0,2248.3934611526397,88955530.87615176,88955530.87615176
2008,추세추종 매수,8,2008-08-31,39.682090759277344,40.25572242736816,1089.0,이동평균 이하·분할매수,0.0,2248.3934611526397,1000000.0,1000000.0,23.14075765606398,0.0,0.0,2225.2527034965756,96161618.23955896,96161618.23955896
2008,추세추종 매수,9,2008-09-30,33.50113296508789,39.20218391418457,1206.3,이동평균 이하·분할매수,0.0,2225.2527034965756,1000000.0,1000000.0,24.744870061291998,0.0,0.0,2200.5078334352834,88927839.50712688,88927839.50712688
2008,추세추종 매수,10,2008-10-31,28.317960739135742,37.63347148895264,1277.5,이동평균 이하·분할매수,0.0,2200.5078334352834,1000000.0,1000000.0,27.6424871190967,0.0,0.0,2172.865346316187,78606000.13864425,78606000.13864425
2008,추세추종 매수,11,2008-11-30,25.072023391723633,36.26338081359863,1468.0,이동평균 이하·분할매수,0.0,2172.865346316187,1000000.0,1000000.0,27.169682296428064,0.0,0.0,2145.6956640197586,78973895.9995807,78973895.9995807
2008,추세추종 매수,12,2008-12-31,25.643003463745117,35.13768062591553,1262.0,이동평균 이하·분할매수,0.0,2145.6956640197586,1000000.0,1000000.0,30.900944503699538,0.0,0.0,2114.794719516059,68437866.65688716,68437866.65688716
2008,추세추종 매수,13,2009-01-31,25.05668830871582,33.884259414672854,1380.0,이동평균 이하·분할매수,0.0,2114.794719516059,1000000.0,1000000.0,28.919930368745472,0.0,0.0,2085.8747891473135,72125857.93088815,72125857.93088815
2008,추세추종 매수,14,2009-02-28,23.737462997436523,32.19884204864502,1532.8,이동평균 이하·분할매수,0.0,2085.8747891473135,1000000.0,1000000.0,27.484016937426023,0.0,0.0,2058.3907722098875,74894102.15749426,74894102.15749426
2008,추세추종 매수,15,2009-03-31,26.18635368347168,30.517566299438478,1372.3,이동평균 이하·분할매수,0.0,2058.3907722098875,1000000.0,1000000.0,27.827609946744456,0.0,0.0,2030.563162263143,72969369.85063276,72969369.85063276
2008,추세추종 매수,16,2009-04-30,29.606454849243164,29.591739845275878,1277.0,이동평균 상회·전액매수,0.0,2030.563162263143,1000000.0,1000000.0,26.449818470037297,0.0,0.0,2004.1133437931057,75770400.69531637,75770400.69531637
2008,추세추종 매수,17,2009-05-31,30.55650520324707,28.7359676361084,1249.0,이동평균 상회·전액매수,0.0,2004.1133437931057,1000000.0,1000000.0,26.20196606530934,0.0,0.0,1977.9113777277964,75487136.07207114,75487136.07207114
