strategy,month_number,actual_withdrawal_krw,tax_paid_krw,ending_balance_krw,us_core_value_krw,us_core_principal_krw,us_core_gain_krw,isa_principal_krw,isa_gain_krw,pension_principal_krw,pension_gain_krw,general_krw,us_excess_krw
과세이연,6,5000000.0,0.0,386741434.92236197,26220221.20425379,25000000.0,1220221.204253789,100000000.0,4880884.817015156,18000000.0,878559.2670627311,209761769.6340303,27000000.0
과세이연,7,5000000.0,0.0,384610063.6425283,26429304.930213433,25000000.0,1429304.9302134328,100000000.0,5717219.720853731,18000000.0,1029099.5497536696,211434439.44170746,22000000.0
과세이연,8,5000000.0,0.0,382501567.2109476,26640055.919165272,25000000.0,1640055.9191652723,100000000.0,6560223.676661089,18000000.0,1180840.2617989965,213120447.35332218,17000000.0
과세이연,9,5000000.0,0.0,380416128.03487206,26852487.466098547,25000000.0,1852487.466098547,100000000.0,7409949.864394188,18000000.0,1333790.9755909517,214819899.72878838,12000000.0
과세이연,10,5000000.0,0.0,378353929.97609514,27066612.972018596,25000000.0,2066612.9720185958,100000000.0,8266451.888074383,18000000.0,1487961.3398533873,216532903.77614877,7000000.0
과세이연,11,5000000.0,0.0,376315158.3625498,27282445.94479226,25000000.0,2282445.9447922595,100000000.0,9129783.779169038,18000000.0,1643361.0802504271,218259567.55833808,2000000.0
과세이연,12,5000000.0,70993.9148073024,374001825.5578094,24999999.999999996,22727272.72727272,2272727.272727277,100000000.0,10000000.00000003,36000000.0,1800000.0000000075,198701825.55780938,2500000.0000000075
과세이연,13,5000000.0,38348.21732432814,371925885.06707716,25199353.510722592,22727272.72727272,2472080.7834498733,100000000.0,10877155.447179437,36000000.0,2101422.5082125664,197747953.60096258,0.0
과세이연,14,5000000.0,82366.5292839168,369809307.77446246,25400296.694334682,22727272.72727272,2673023.967061963,100000000.0,11761305.455072641,36000000.0,2405248.601834044,194242457.02322108,0.0
과세이연,15,5000000.0,88004.29716741512,367670214.8294043,25602842.227111127,22727272.72727272,2875569.499838408,100000000.0,12652505.799289003,36000000.0,2711497.4473920316,190703369.35561216,0.0
과세이연,16,5000000.0,93609.83766170127,365508458.91631746,25807002.88640918,22727272.72727272,3079730.159136459,100000000.0,13550812.700200424,36000000.0,3020188.3642506823,187130454.9654572,0.0
과세이연,17,5000000.0,99183.25101797747,363323891.44465053,26012791.551474534,22727272.72727272,3285518.824201815,100000000.0,14456282.826487988,36000000.0,3331340.825829506,183523476.24085847,0.0
과세이연,18,5000000.0,104724.63835666243,361116362.5378492,26220221.20425379,22727272.72727272,3492948.47698107,100000000.0,15368973.298716709,36000000.0,3644974.460831739,179882193.57404697,0.0
과세이연,19,5000000.0,110234.10164809032,358885721.0222528,26429304.93021343,22727272.72727272,3702032.20294071,100000000.0,16288941.692939132,36000000.0,3961109.0544827133,176206365.34461758,0.0
과세이연,20,5000000.0,115711.7436933424,356631814.4159194,26640055.919165272,22727272.72727272,3912783.191892553,100000000.0,17216246.04432723,36000000.0,4279764.549777895,172495747.902649,0.0
과세이연,21,5000000.0,121157.66810521657,354354488.91738147,26852487.466098543,22727272.72727272,4125214.738825824,100000000.0,18150944.85083364,36000000.0,4600961.048741013,168750095.55170828,0.0
과세이연,22,5000000.0,126571.9792893347,352053589.39433175,27066612.972018592,22727272.72727272,4339340.244745873,100000000.0,19093097.076881856,36000000.0,4924718.813692123,164969160.53173918,0.0
