시작연도,매수방식,경과개월,날짜,월봉종가(달러),원달러환율,매수신호,인출전현금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2002,일시매수,40,2005-04-30,29.769309997558594,997.0,전액매수,0.0,1067.208443440227,1000000.0,1000000.0,33.69272002486794,0.0,0.0,1033.5157234153592,30674748.807829745,30674748.807829745
2002,일시매수,41,2005-05-31,32.40752029418945,1005.0,전액매수,0.0,1033.5157234153592,1000000.0,1000000.0,30.703517781960468,0.0,0.0,1002.8122056333987,32661150.18985188,32661150.18985188
2002,일시매수,42,2005-06-30,31.330097198486328,1034.5,전액매수,0.0,1002.8122056333987,1000000.0,1000000.0,30.853736255589148,0.0,0.0,971.9584693778095,31502131.907986976,31502131.907986976
2002,일시매수,43,2005-07-31,33.71525192260742,1026.5,전액매수,0.0,971.9584693778095,1000000.0,1000000.0,28.894463640225737,0.0,0.0,943.0640057375838,32638225.006699454,32638225.006699454
2002,일시매수,44,2005-08-31,33.20412826538086,1039.0,전액매수,0.0,943.0640057375838,1000000.0,1000000.0,28.986272427062772,0.0,0.0,914.077733310521,31534849.319124613,31534849.319124613
2002,일시매수,45,2005-09-30,33.61299514770508,1042.4,전액매수,0.0,914.077733310521,1000000.0,1000000.0,28.540290183635605,0.0,0.0,885.5374431268854,31027625.767962016,31027625.767962016
2002,일시매수,46,2005-10-31,33.11042785644531,1043.5,전액매수,0.0,885.5374431268854,1000000.0,1000000.0,28.94294729824652,0.0,0.0,856.5944958286389,29595966.40251405,29595966.40251405
2002,일시매수,47,2005-11-30,35.12924575805664,1037.4,전액매수,0.0,856.5944958286389,1000000.0,1000000.0,27.44005205828566,0.0,0.0,829.1544437703532,30216941.35306809,30216941.35306809
2002,일시매수,48,2005-12-31,34.5052604675293,1010.0,전액매수,0.0,829.1544437703532,1000000.0,1000000.0,28.69414681951783,0.0,0.0,800.4602969508353,27896291.95060646,27896291.95060646
2002,일시매수,49,2006-01-31,35.86294174194336,958.9,전액매수,0.0,800.4602969508353,1000000.0,1000000.0,29.079087258599813,0.0,0.0,771.3812096922355,26527009.009339117,26527009.009339117
2002,일시매수,50,2006-02-28,35.09445571899414,970.9,전액매수,0.0,771.3812096922355,1000000.0,1000000.0,29.34857286284679,0.0,0.0,742.0326368293887,25283431.67816345,25283431.67816345
2002,일시매수,51,2006-03-31,35.82829284667969,971.4,전액매수,0.0,742.0326368293887,1000000.0,1000000.0,28.73265680891669,0.0,0.0,713.299980020472,24825409.803353503,24825409.803353503
2002,일시매수,52,2006-04-30,35.759925842285156,942.8,전액매수,0.0,713.299980020472,1000000.0,1000000.0,29.66086530310913,0.0,0.0,683.6391147173629,23048522.277794167,23048522.277794167
2002,일시매수,53,2006-05-31,33.170841217041016,945.3,전액매수,0.0,683.6391147173629,1000000.0,1000000.0,31.891419968767465,0.0,0.0,651.7476947485954,20436458.940582696,20436458.940582696
2002,일시매수,54,2006-06-30,33.15044021606445,948.5,전액매수,0.0,651.7476947485954,1000000.0,1000000.0,31.803386331424424,0.0,0.0,619.944308417171,19493028.256699,19493028.256699
2002,일시매수,55,2006-07-31,31.722484588623047,954.9,전액매수,0.0,619.944308417171,1000000.0,1000000.0,33.01223375243988,0.0,0.0,586.9320746647311,17779229.332560748,17779229.332560748
2002,일시매수,56,2006-08-31,33.235923767089844,961.1,전액매수,0.0,586.9320746647311,1000000.0,1000000.0,31.305717982852418,0.0,0.0,555.6263566818786,17748398.45507523,17748398.45507523
2002,일시매수,57,2006-09-30,34.77793884277344,946.0,전액매수,0.0,555.6263566818786,1000000.0,1000000.0,30.395201314552384,0.0,0.0,525.2311553673262,17280068.321701165,17280068.321701165
2002,일시매수,58,2006-10-31,36.429141998291016,942.2,전액매수,0.0,525.2311553673262,1000000.0,1000000.0,29.134526048047416,0.0,0.0,496.0966293192788,17027791.305104375,17027791.305104375
2002,일시매수,59,2006-11-30,37.67824172973633,929.0,전액매수,0.0,496.0966293192788,1000000.0,1000000.0,28.56890914714119,0.0,0.0,467.5277201721376,16364913.261622444,16364913.261622444
2002,일시매수,60,2006-12-31,36.97035598754883,930.0,전액매수,0.0,467.5277201721376,1000000.0,1000000.0,29.084621678147723,0.0,0.0,438.4430984939899,15074739.611394268,15074739.611394268
2002,일시매수,61,2007-01-31,37.74985885620117,941.0,전액매수,0.0,438.4430984939899,1000000.0,1000000.0,28.15107892611236,0.0,0.0,410.29201956787756,14574646.344630834,14574646.344630834
